"id","orig_id","bing_date","bing_sku","title","headline","max_dpi"
"5749","0","27/9/2024","VeniceAerial_ZH-CN4070720525","大运河和安康圣母教堂的鸟瞰图，威尼斯，意大利","在漂浮的城市之上","3840x2160"
"5748","0","26/9/2024","LittleToucanet_ZH-CN2910262009","蓝斑巨嘴鸟，洛斯戈查尔斯国家公园，哥斯达黎加","呼叫所有巨嘴鸟的粉丝","3840x2160"
"5747","0","25/9/2024","GiantSequoias_ZH-CN2666897238","巨型红杉，红杉国家公园，加利福尼亚州，美国","古代巨人的王国","3840x2160"
"5746","0","24/9/2024","SkaftafellWaterfall_ZH-CN1766863001","斯卡夫塔山的瀑布，瓦特纳冰川国家公园，冰岛","你会相信这种观点吗？","3840x2160"
"5745","0","23/9/2024","IcebergOtter_ZH-CN0972467238","海獭，威廉王子湾,阿拉斯加州,美国","令人惊叹的海獭","3840x2160"
"5744","0","22/9/2024","AutumnCumbria_ZH-CN0565958390","巴特米尔湖，湖区国家公园，英格兰，英国","陷入沉思","3840x2160"
"5743","0","21/9/2024","MunichBeerfest_ZH-CN0304560562","Oktoberfest in Munich at sunset","为慕尼黑啤酒节干杯！","3840x2160"
"5742","0","20/9/2024","OcracokeLight_ZH-CN9810840077","奥克拉科克岛上的奥克拉科克灯塔，北卡罗来纳州，美国","海盗的最终归宿","3840x2160"
"5741","0","19/9/2024","ElbowRiver_ZH-CN9580175593","埃尔博河上空的银河，阿尔伯塔省，加拿大","埃尔博河上空的银河","3840x2160"
"5740","0","18/9/2024","GujoHachiman_ZH-CN9192289658","郡上八幡城，岐阜县，日本","云中之城","3840x2160"
"5739","0","17/9/2024","MidAutumnFestival2024_ZH-CN9096556094","月圆之夜的豫园，上海，中国","明月千里寄相思","3840x2160"
"5738","0","16/9/2024","SunriseWallabies_ZH-CN8725891401","日出时的小袋鼠，阿德莱德河，北领地，澳大利亚","蹦蹦跳跳，快乐到老","3840x2160"
"5737","0","15/9/2024","CalabriaPeperoncino_ZH-CN8603617212","阿科马尼奥海滩，卡拉布里亚，意大利","香料红和水晶蓝","3840x2160"
"5736","0","14/9/2024","RapaNuiSunrise_ZH-CN1220508877","阿胡汤加里基的日出，拉帕·努伊国家公园，复活节岛，智利","古老又神秘","3840x2160"
"5735","0","13/9/2024","PointReyes_ZH-CN7781514086","雷耶斯角国家海岸灯塔，加利福尼亚州，美国","自然与人类的天堂","3840x2160"
"5734","0","12/9/2024","DolphinReunion_ZH-CN7681290861","留尼汪岛附近的海豚群，印度洋，法国海外省","度过美好的一天","3840x2160"
"5733","0","11/9/2024","EltzCastle_ZH-CN7586749377","埃尔茨城堡，德国","石头编织的童话","3840x2160"
"5732","0","10/9/2024","BridgeLisbon_ZH-CN6877671644","瓦斯科·达·伽马大桥，里斯本，葡萄牙","从天际线到水面","3840x2160"
"5731","0","9/9/2024","IguazuRainbow_ZH-CN6524347982","阿根廷和巴西边境的伊瓜苏瀑布","“大水”中的彩虹波","3840x2160"
"5730","0","8/9/2024","Canigou_ZH-CN6145410455","加泰罗尼亚北部的圣马丁杜卡尼古修道院 ，法国","一座千年历史的修道院","3840x2160"
"5729","0","7/9/2024","SantaCruzHummer_ZH-CN5448262039","朱红蜂鸟，圣克鲁斯，加利福尼亚州，美国","嗡嗡作响","3840x2160"
"5728","0","6/9/2024","GlenariffPark_ZH-CN4667558707","古老山毛榉树，格莱纳里夫森林公园，安特里姆郡，北爱尔兰","你可曾见过此等景色","3840x2160"
"5727","0","5/9/2024","TIFF2024_ZH-CN4896695918","多伦多城市天际线,加拿大","2024年多伦多国际电影节","3840x2160"
"5726","0","4/9/2024","DuskyOwls_ZH-CN4729762831","乌雕鸮，巴基斯坦","物以类聚，人以群分","3840x2160"
"5725","0","3/9/2024","AlpineLakes_ZH-CN4537389724","迷人的水晶湖，高山湖泊，华盛顿州，美国","原始之美，人人共享","3840x2160"
"5724","0","2/9/2024","BuracodasAraras_ZH-CN3881985508","红绿金刚鹦鹉，南马托格罗索州，巴西","红绿金刚鹦鹉之家","3840x2160"
"5723","0","1/9/2024","ThamesLondon_ZH-CN3629717426","泰晤士河，伦敦，英国","小船轻轻划过泰晤士河","3840x2160"
"5722","0","31/8/2024","DjanetAlgeria_ZH-CN3458706695","撒哈拉沙漠的岩层和沙丘，贾奈特，阿尔及利亚","沙丘日和沙漠烟霞","3840x2160"
"5721","0","30/8/2024","WhaleSharkDay_ZH-CN3334940631","鸟头湾的鲸鲨，西巴布亚，印度尼西亚","对大块头温柔点","3840x2160"
"5720","0","29/8/2024","CastellfollitSpain_ZH-CN2990517626","富利特堡-德拉罗卡，加泰罗尼亚，西班牙","加泰罗尼亚式的悬念","3840x2160"
"5719","0","28/8/2024","ParalympicsParis_ZH-CN9773135851","蒙马特和圣心大教堂，巴黎，法国","比赛开始！","3840x2160"
"5718","0","27/8/2024","YoungCaiman_ZH-CN1995433788","黑色凯门鳄幼崽，坦博帕塔国家保护区，秘鲁","沼泽里的生活真美好！","3840x2160"
"5717","0","26/8/2024","PalmyraAtoll_ZH-CN1814325540","巴尔米拉环礁国家野生动物保护区，中太平洋","田园诗般的岛屿之旅","3840x2160"
"5716","0","25/8/2024","SwiftcurrentLake_ZH-CN1513761894","急流湖的日出，冰川国家公园，蒙大拿州，美国","守护这片乐园","3840x2160"
"5715","0","24/8/2024","KatahdinWoods_ZH-CN0748954905","卡塔丁森林和水域国家纪念碑，佩诺布斯科特县，缅因州，美国","尽享森林与水域之美","3840x2160"
"5714","0","23/8/2024","PrasatPhanom_ZH-CN0445884858","帕侬蓝寺，武里南府，泰国","通往过去的大门","3840x2160"
"5713","0","22/8/2024","OceanCityMD_ZH-CN1876928284","海洋城日出时的鸟瞰图，马里兰州，美国","晨曦之光","3840x2160"
"5712","0","21/8/2024","NazcaBooby_ZH-CN1534931799","纳斯卡鲣鸟，沃尔夫岛，加拉帕戈斯群岛，厄瓜多尔","等待前往加拉帕戈斯群岛","3840x2160"
"5711","0","20/8/2024","TetonSunrise_ZH-CN1118823848","大提顿国家公园日出,怀俄明州,美国","鹿和羚羊嬉戏的地方","3840x2160"
"5710","0","19/8/2024","RegataSanGines_ZH-CN0807566522","Bufadero de la Garita，大加那利岛，西班牙","铿锵有力的打击乐","3840x2160"
"5709","0","18/8/2024","HuntingtonBeach_ZH-CN0368691951","日落时的亨廷顿海滩码头，加利福尼亚州，美国","一个无与伦比的码头","3840x2160"
"5708","0","17/8/2024","AlfanzinaLighthouse_ZH-CN9704515669","阿尔凡齐纳灯塔，阿尔加维，葡萄牙","照亮前行之路","3840x2160"
"5707","0","16/8/2024","JapanRollerCoaster_ZH-CN7954058301","长岛温泉乐园的过山车，三重县，日本","系好安全带！","3840x2160"
"5706","0","15/8/2024","HangCave_ZH-CN9217507365","韩松洞，风牙者榜国家公园，越南","“洞”之新世界","3840x2160"
"5705","0","14/8/2024","WatarrkaLizard_ZH-CN7974623468","澳洲魔蜥，瓦塔卡国家公园，澳大利亚","今天感觉很精神","3840x2160"
"5704","0","13/8/2024","DugiOtokCroatia_ZH-CN7791404392","特拉斯契卡自然公园悬崖，杜吉奥托克岛，克罗地亚","亚得里亚海高地","3840x2160"
"5703","0","12/8/2024","ElephantsAmboseli_ZH-CN7596989061","非洲象，肯尼亚安博塞利国家公园","你的声音嘹亮而清晰","3840x2160"
"5702","0","11/8/2024","TofinoVancouver_ZH-CN6920493172","通往肯尼迪湖的木板路，温哥华岛，加拿大不列颠哥伦比亚省","人迹罕至的路","3840x2160"
"5701","0","10/8/2024","JoshuaTreeNP_ZH-CN5917576674","约书亚树国家公园，加利福尼亚州，美国","星空下的约书亚树","3840x2160"
"5700","0","9/8/2024","IncaRuinPeru_ZH-CN5068602301","库斯科附近的萨克塞华曼印加遗址，秘鲁","弘扬土著文化","3840x2160"
"5699","0","8/8/2024","SpottedOwlet_ZH-CN0841935587","横斑腹小鸮，曼谷，泰国","小猫头鹰瞪了你一眼","3840x2160"
"5698","0","7/8/2024","MichiganLighthouse_ZH-CN0581377136","圣约瑟夫北码头内灯和外灯，密歇根州，美国","不止是航海需要它","3840x2160"
"5697","0","6/8/2024","MolokiniHawaii_ZH-CN0375050872","莫洛基尼，毛伊岛，夏威夷，美国","迎合所有人口味的景点","3840x2160"
"5696","0","5/8/2024","HertfordshireLavender_ZH-CN9771886404","薰衣草田，赫特福德郡 ，英格兰，英国","一片紫色的海洋","3840x2160"
"5695","0","4/8/2024","ImpalaOxpecker_ZH-CN9652434873","黑斑羚和红嘴牛椋鸟，南非","我是你的朋友","3840x2160"
"5694","0","3/8/2024","WulongKarst_ZH-CN9386528384","天生三桥，重庆武隆岩溶国家地质公园，中国","武隆景区的“三生三世”","3840x2160"
"5693","0","2/8/2024","TrunkBay_ZH-CN9268190655","象鼻湾，维尔京群岛国家公园，圣约翰岛","彩虹之下的某个地方","3840x2160"
"5692","0","1/8/2024","KaptaiLake_ZH-CN9085738832","卡普泰湖水上市场，兰加马蒂，孟加拉","物价喜人","3840x2160"
"5691","0","31/7/2024","HoodoosBryce_ZH-CN8398575172","石林，日落点，布莱斯峡谷国家公园，犹他州，美国","这里有“胡图”吗？","3840x2160"
"5690","0","30/7/2024","GimignanoTuscany_ZH-CN8059318824","圣吉米尼亚诺，锡耶纳，托斯卡纳大区，意大利亚","中世纪的曼哈顿","3840x2160"
"5689","0","29/7/2024","CorbettTigers_ZH-CN6927569938","科贝国家公园的老虎兄弟，北阿坎德邦，印度","咆哮与探索","3840x2160"
"5688","0","28/7/2024","BeachHutsSweden_ZH-CN4193150313","斯科讷省海滩上的浴场小屋，瑞典","色彩斑斓的海岸线","3840x2160"
"5687","0","27/7/2024","RhinelandVineyards_ZH-CN3332101688","摩泽尔河谷的葡萄园，莱茵兰-法尔茨，德国","完美的葡萄酒","3840x2160"
"5686","0","26/7/2024","PontNeuf_ZH-CN3158359446","塞纳河上的新桥，巴黎，法国","比赛开始","3840x2160"
"5685","0","25/7/2024","SmokyMountainTrail_ZH-CN4691667074","大烟山国家公园的森林小道，田纳西州，美国","深入其中","3840x2160"
"5684","0","24/7/2024","SheepCousins_ZH-CN4262132476","北约克郡的黑面羊羊群，英格兰","可爱的羊咩咩一家","3840x2160"
"5683","0","23/7/2024","MethoniCastle_ZH-CN4054146065","迈索尼城堡，麦西尼亚州，希腊","历史的回响","3840x2160"
"5682","0","22/7/2024","TheGreatHeat2024_ZH-CN6033129823","树上的中国小熊猫, 成都, 四川省, 中国","和我一起避暑吧！","3840x2160"
"5681","0","21/7/2024","ZanzibarBoats_ZH-CN2915388379","肯杜瓦村的木制渔船，桑给巴尔，坦桑尼亚","香料岛之旅","3840x2160"
"5680","0","20/7/2024","MineralMoon_ZH-CN2555749456","月球","到月亮上去","3840x2160"
"5679","0","19/7/2024","YoungJaguar_ZH-CN2249923627","河岸上的一只年轻美洲虎，潘塔纳尔，巴西","巧妙的伪装","3840x2160"
"5678","0","18/7/2024","MayotteCoral_ZH-CN8106288026","Coral reef in the Indian Ocean, Mayotte, France","意义深远","3840x2160"
"5677","0","17/7/2024","MedievalRothenburg_ZH-CN1522774136","德国中世纪城市罗滕堡","高耸入云的历史建筑","3840x2160"
"5676","0","16/7/2024","AncientOrkney_ZH-CN1110318653","斯卡拉布雷的新石器时代遗迹,奥克尼群岛,苏格兰","挖掘过去","3840x2160"
"5675","0","15/7/2024","TateishiPark_ZH-CN9903501398","立石公园，神奈川县，日本","宁静惬意的海滨风光","3840x2160"
"5674","0","14/7/2024","SilkyShark_ZH-CN9523915460","女王花园群岛的镰形真鲨，古巴","鲨鱼保护日","3840x2160"
"5673","0","13/7/2024","CappadociaRocks_ZH-CN9283633861","卡帕多西亚的童话烟囱和窑洞，土耳其","快看，这是沉积岩哦","3840x2160"
"5672","0","12/7/2024","RainierWildflowers_ZH-CN7392242353","雷尼尔山国家公园的野花，华盛顿州，美国","风雨无阻","3840x2160"
"5671","0","11/7/2024","GangiSicily_ZH-CN9086944081","甘吉，西西里岛，意大利","你是81亿人口中的一员","3840x2160"
"5670","0","10/7/2024","CollaredAracari_ZH-CN8787234462","领簇舌巨嘴鸟，哥斯达黎加","感恩的巨嘴鸟","3840x2160"
"5669","0","9/7/2024","TalampayaNP_ZH-CN7905859626","阿根廷拉里奥哈省塔兰帕亚国家公园","千仞高壁","3840x2160"
"5668","0","8/7/2024","NorwayBlueberries_ZH-CN7643097235","野生蓝莓","一剂抗氧化剂","3840x2160"
"5667","0","7/7/2024","YenBaiTerraces_ZH-CN7224453501","越南安沛省木仓寨的水稻梯田","阳光下的梯田","3840x2160"
"5666","0","6/7/2024","ConwyRiver_ZH-CN6871799250","从康威河眺望康威城堡，威尔士","让我们扬帆起航！","3840x2160"
"5665","0","5/7/2024","NoahBeach_ZH-CN6676061324","丹翠雨林的诺亚海滩，昆士兰州，澳大利亚","邂逅美丽海岸线","3840x2160"
"5664","0","4/7/2024","ZaharaDeLaSierra_ZH-CN6500182265","扎哈拉德拉谢拉，安达卢西亚，西班牙","风景如画的白色小镇","3840x2160"
"5663","0","3/7/2024","MeerkatManor_ZH-CN2486051161","猫鼬家族","等等，谁在那儿？","3840x2160"
"5662","0","2/7/2024","ItalicaRuins_ZH-CN5932138207","意大利卡，桑蒂蓬塞的一座古罗马城市，塞维利亚，安达卢西亚，西班牙","昔日城市的“灵魂”","3840x2160"
